id,creator,product_id,data,produto,seller_sku,gmv,comissao,pedidos
hitalasantiago|1731763836201109087|2026-03-05,hitalasantiago,1731763836201109087,2026-03-05,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,79.9,0.0,1
jessicamesant|1731763836201109087|2026-03-05,jessicamesant,1731763836201109087,2026-03-05,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,79.9,7.99,1
dicasdathayoficial|1731763836201109087|2026-03-05,dicasdathayoficial,1731763836201109087,2026-03-05,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,79.9,0.0,1
thalyytaguedes|1731763836201109087|2026-03-05,thalyytaguedes,1731763836201109087,2026-03-05,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,79.9,7.99,1
valenhoffmaann|1731763836201109087|2026-03-05,valenhoffmaann,1731763836201109087,2026-03-05,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,79.9,7.99,1
laianenovaisss|1731763836201109087|2026-03-05,laianenovaisss,1731763836201109087,2026-03-05,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,79.9,0.0,1
jessicap.braz|1731763836201109087|2026-03-05,jessicap.braz,1731763836201109087,2026-03-05,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,79.9,7.99,1
arenatajardim|1731763836201109087|2026-03-05,arenatajardim,1731763836201109087,2026-03-05,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,79.9,7.99,1
alinecavanellas|1731763836201109087|2026-03-05,alinecavanellas,1731763836201109087,2026-03-05,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,79.9,7.99,1
_mareiis|1731763836201109087|2026-03-05,_mareiis,1731763836201109087,2026-03-05,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,69.9,6.99,1
leticiatsec|1733537963414488671|2026-03-06,leticiatsec,1733537963414488671,2026-03-06,Calça Jeans Feminina Wide Leg Cintura Alta- Candy Colors,REF54936,1865.41,115.56,22
adv.dayane|1731763836201109087|2026-03-06,adv.dayane,1731763836201109087,2026-03-06,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,1662.48,166.25,21
ericamcabeluda|1731763836201109087|2026-03-06,ericamcabeluda,1731763836201109087,2026-03-06,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,1590.29,135.06,19
tacianecreator|1731763836201109087|2026-03-06,tacianecreator,1731763836201109087,2026-03-06,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,1270.69,55.93,16
thainabeautyoficial|1731763836201109087|2026-03-06,thainabeautyoficial,1731763836201109087,2026-03-06,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,1103.18,86.35,14
ee2ut0l0r4|1731763836201109087|2026-03-06,ee2ut0l0r4,1731763836201109087,2026-03-06,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,1103.18,23.97,12
alinecavanellas|1733537963414488671|2026-03-06,alinecavanellas,1733537963414488671,2026-03-06,Calça Jeans Feminina Wide Leg Cintura Alta- Candy Colors,REF54936,935.22,42.5,11
kcomkarina|1731763836201109087|2026-03-06,kcomkarina,1731763836201109087,2026-03-06,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,702.1,70.22,10
nati_sus|1733537963414488671|2026-03-06,nati_sus,1733537963414488671,2026-03-06,Calça Jeans Feminina Wide Leg Cintura Alta- Candy Colors,REF54936,510.12,51.0,6
numarchi|1731763836201109087|2026-03-06,numarchi,1731763836201109087,2026-03-06,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,461.78,31.19,5
thami.brambilla|1731763836201109087|2026-03-06,thami.brambilla,1731763836201109087,2026-03-06,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,399.5,31.96,3
elacatarina|1731763836201109087|2026-03-06,elacatarina,1731763836201109087,2026-03-06,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,391.79,39.18,5
thami.brambilla|1733538126820050527|2026-03-06,thami.brambilla,1733538126820050527,2026-03-06,Calça Jeans Feminina Wide Leg Cintura Alta Amarelo Manteiga,REF55036,339.76,26.76,4
alinecavanellas|1731763836201109087|2026-03-06,alinecavanellas,1731763836201109087,2026-03-06,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,304.18,22.43,4
natmarquesvi|1731763836201109087|2026-03-06,natmarquesvi,1731763836201109087,2026-03-06,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,299.78,35.98,3
tacianecreator|1734314781918922335|2026-03-06,tacianecreator,1734314781918922335,2026-03-06,Calça Jeans Feminina Wide Leg Cintura Alta Chocolate,REF56236,284.7,9.96,3
thami.brambilla|1733491089938155103|2026-03-06,thami.brambilla,1733491089938155103,2026-03-06,Calça Jeans Feminina Wide Leg Cintura Alta Terracota,REF54836,249.45,17.46,3
_veridiana.ferreira|1731763836201109087|2026-03-06,_veridiana.ferreira,1731763836201109087,2026-03-06,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,239.7,23.97,3
carolmoraes.shop|1731763836201109087|2026-03-06,carolmoraes.shop,1731763836201109087,2026-03-06,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,239.7,23.97,1
thainabeautyoficial|1733537963414488671|2026-03-06,thainabeautyoficial,1733537963414488671,2026-03-06,Calça Jeans Feminina Wide Leg Cintura Alta- Candy Colors,REF54936,170.04,17.86,1
alinecavanellas|1733538126820050527|2026-03-06,alinecavanellas,1733538126820050527,2026-03-06,Calça Jeans Feminina Wide Leg Cintura Alta Amarelo Manteiga,REF55036,169.88,16.98,2
alinecavanellas|1733690547643385439|2026-03-06,alinecavanellas,1733690547643385439,2026-03-06,Calça Feminina Jeans Wide Leg Cintura Alta Azul Médio Marmorizado,REF55136,166.3,0.0,2
jessicamesant|1733491008023201375|2026-03-06,jessicamesant,1733491008023201375,2026-03-06,Calça Jeans Feminina Wide Leg Cintura Alta Branca,REF54636,166.3,17.46,2
natmarquesvi|1733690547643385439|2026-03-06,natmarquesvi,1733690547643385439,2026-03-06,Calça Feminina Jeans Wide Leg Cintura Alta Azul Médio Marmorizado,REF55136,159.98,19.2,2
matheuslimashop|1731763836201109087|2026-03-06,matheuslimashop,1731763836201109087,2026-03-06,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,159.8,0.0,2
dicasdathayoficial|1731763836201109087|2026-03-06,dicasdathayoficial,1731763836201109087,2026-03-06,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,159.8,0.0,1
narashoptkk|1731763836201109087|2026-03-06,narashoptkk,1731763836201109087,2026-03-06,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,144.38,14.44,1
yasmin.aoliveira|1734314781918922335|2026-03-06,yasmin.aoliveira,1734314781918922335,2026-03-06,Calça Jeans Feminina Wide Leg Cintura Alta Chocolate,REF56236,94.9,0.0,1
adv.dayane|1732670078583801439|2026-03-06,adv.dayane,1732670078583801439,2026-03-06,Calça Jeans Feminina Wide Leg Jeans Cintura Alta Preta Marmorizada,REF52836,89.99,9.0,1
jessicamesant|1732670078583801439|2026-03-06,jessicamesant,1732670078583801439,2026-03-06,Calça Jeans Feminina Wide Leg Jeans Cintura Alta Preta Marmorizada,REF52836,89.99,0.0,1
vivilopes.021|1733537963414488671|2026-03-06,vivilopes.021,1733537963414488671,2026-03-06,Calça Jeans Feminina Wide Leg Cintura Alta- Candy Colors,REF54936,85.02,8.5,1
robertakguilherme|1733537963414488671|2026-03-06,robertakguilherme,1733537963414488671,2026-03-06,Calça Jeans Feminina Wide Leg Cintura Alta- Candy Colors,REF54936,85.02,8.93,1
.familiapimentel|1733537963414488671|2026-03-06,.familiapimentel,1733537963414488671,2026-03-06,Calça Jeans Feminina Wide Leg Cintura Alta- Candy Colors,REF54936,85.02,8.93,1
pattylazzarotto|1733537963414488671|2026-03-06,pattylazzarotto,1733537963414488671,2026-03-06,Calça Jeans Feminina Wide Leg Cintura Alta- Candy Colors,REF54936,85.02,0.0,1
flavinha.brand|1733537963414488671|2026-03-06,flavinha.brand,1733537963414488671,2026-03-06,Calça Jeans Feminina Wide Leg Cintura Alta- Candy Colors,REF54936,85.02,0.0,1
tuanenozaki|1733690547643385439|2026-03-06,tuanenozaki,1733690547643385439,2026-03-06,Calça Feminina Jeans Wide Leg Cintura Alta Azul Médio Marmorizado,REF55136,83.15,8.32,1
leticiatsec|1733490894440269407|2026-03-06,leticiatsec,1733490894440269407,2026-03-06,Calça Jeans Feminina Wide Leg Jeans Cintura alta,REF54736,83.15,0.0,1
thainabeautyoficial|1733490894440269407|2026-03-06,thainabeautyoficial,1733490894440269407,2026-03-06,Calça Jeans Feminina Wide Leg Jeans Cintura alta,REF54736,83.15,0.0,1
jessicamesant|1733690547643385439|2026-03-06,jessicamesant,1733690547643385439,2026-03-06,Calça Feminina Jeans Wide Leg Cintura Alta Azul Médio Marmorizado,REF55136,83.15,8.32,1
pattylazzarotto|1733491089938155103|2026-03-06,pattylazzarotto,1733491089938155103,2026-03-06,Calça Jeans Feminina Wide Leg Cintura Alta Terracota,REF54836,83.15,0.0,1
allinesoares0|1733690547643385439|2026-03-06,allinesoares0,1733690547643385439,2026-03-06,Calça Feminina Jeans Wide Leg Cintura Alta Azul Médio Marmorizado,REF55136,83.15,4.16,1
dayinventando|1733690547643385439|2026-03-06,dayinventando,1733690547643385439,2026-03-06,Calça Feminina Jeans Wide Leg Cintura Alta Azul Médio Marmorizado,REF55136,83.15,4.16,1
laianenovaisss|1733491008023201375|2026-03-06,laianenovaisss,1733491008023201375,2026-03-06,Calça Jeans Feminina Wide Leg Cintura Alta Branca,REF54636,83.15,0.0,1
natmarquesvi|1733537963414488671|2026-03-06,natmarquesvi,1733537963414488671,2026-03-06,Calça Jeans Feminina Wide Leg Cintura Alta- Candy Colors,REF54936,79.99,9.6,1
carolxcreatorshop|1731763836201109087|2026-03-06,carolxcreatorshop,1731763836201109087,2026-03-06,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,79.9,7.99,1
laianenovaisss|1731763836201109087|2026-03-06,laianenovaisss,1731763836201109087,2026-03-06,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,79.9,7.99,1
npossebon|1731763836201109087|2026-03-06,npossebon,1731763836201109087,2026-03-06,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,79.9,7.99,1
compracomigoofertas|1731763836201109087|2026-03-06,compracomigoofertas,1731763836201109087,2026-03-06,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,79.9,7.99,1
leticiatsec|1731763836201109087|2026-03-06,leticiatsec,1731763836201109087,2026-03-06,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,79.9,7.99,1
andreapaiva270881|1731763836201109087|2026-03-06,andreapaiva270881,1731763836201109087,2026-03-06,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,79.9,7.99,1
brunaapiress_|1731763836201109087|2026-03-06,brunaapiress_,1731763836201109087,2026-03-06,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,79.9,7.99,1
pattylazzarotto|1731763836201109087|2026-03-06,pattylazzarotto,1731763836201109087,2026-03-06,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,79.9,7.99,1
loami.naama|1731763836201109087|2026-03-06,loami.naama,1731763836201109087,2026-03-06,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,79.9,7.99,1
jehfigueiredocreator|1731763836201109087|2026-03-06,jehfigueiredocreator,1731763836201109087,2026-03-06,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,79.9,7.99,1
bialuzzmodas|1731763836201109087|2026-03-06,bialuzzmodas,1731763836201109087,2026-03-06,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,79.9,0.0,1
streetstore_02|1731763836201109087|2026-03-06,streetstore_02,1731763836201109087,2026-03-06,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,79.9,7.99,1
robertarsampaio7|1731763836201109087|2026-03-06,robertarsampaio7,1731763836201109087,2026-03-06,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,79.9,0.0,1
mih.sibeli|1731763836201109087|2026-03-06,mih.sibeli,1731763836201109087,2026-03-06,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,79.9,7.99,1
allynnelanger|1731763836201109087|2026-03-06,allynnelanger,1731763836201109087,2026-03-06,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,79.9,7.99,1
dra.adriane_demko|1731763836201109087|2026-03-06,dra.adriane_demko,1731763836201109087,2026-03-06,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,79.9,7.99,1
silsantiagotrc|1731763836201109087|2026-03-06,silsantiagotrc,1731763836201109087,2026-03-06,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,79.9,7.99,1
gabbizie|1731763836201109087|2026-03-06,gabbizie,1731763836201109087,2026-03-06,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,79.9,7.99,1
lidikpf6|1731763836201109087|2026-03-06,lidikpf6,1731763836201109087,2026-03-06,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,79.9,7.99,1
gleysaaguiar|1731763836201109087|2026-03-06,gleysaaguiar,1731763836201109087,2026-03-06,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,79.9,0.0,1
cintia.thies|1731763836201109087|2026-03-06,cintia.thies,1731763836201109087,2026-03-06,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,79.9,7.99,1
yaponts|1731763836201109087|2026-03-06,yaponts,1731763836201109087,2026-03-06,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,79.9,7.99,1
hitalasantiago|1731763836201109087|2026-03-06,hitalasantiago,1731763836201109087,2026-03-06,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,79.9,0.0,1
brenda.theblushlab|1731763836201109087|2026-03-06,brenda.theblushlab,1731763836201109087,2026-03-06,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,79.9,7.99,1
tacianecreator|1731763836201109087|2026-03-07,tacianecreator,1731763836201109087,2026-03-07,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,7281.41,236.62,90
ee2ut0l0r4|1731763836201109087|2026-03-07,ee2ut0l0r4,1731763836201109087,2026-03-07,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,4219.28,151.04,51
_mareiis|1731763836201109087|2026-03-07,_mareiis,1731763836201109087,2026-03-07,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,4196.29,419.63,53
ericamcabeluda|1731763836201109087|2026-03-07,ericamcabeluda,1731763836201109087,2026-03-07,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,3549.24,211.11,45
thainabeautyoficial|1731763836201109087|2026-03-07,thainabeautyoficial,1731763836201109087,2026-03-07,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,2605.86,172.7,30
leticiatsec|1733537963414488671|2026-03-07,leticiatsec,1733537963414488671,2026-03-07,Calça Jeans Feminina Wide Leg Cintura Alta- Candy Colors,REF54936,2295.54,98.23,27
numarchi|1731763836201109087|2026-03-07,numarchi,1731763836201109087,2026-03-07,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,1430.49,111.09,18
alinecavanellas|1733537963414488671|2026-03-07,alinecavanellas,1733537963414488671,2026-03-07,Calça Jeans Feminina Wide Leg Cintura Alta- Candy Colors,REF54936,1105.26,42.5,13
adv.dayane|1731763836201109087|2026-03-07,adv.dayane,1731763836201109087,2026-03-07,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,951.09,95.11,9
natmarquesvi|1731763836201109087|2026-03-07,natmarquesvi,1731763836201109087,2026-03-07,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,661.84,70.77,9
nati_sus|1733537963414488671|2026-03-07,nati_sus,1733537963414488671,2026-03-07,Calça Jeans Feminina Wide Leg Cintura Alta- Candy Colors,REF54936,595.14,8.5,7
tacianecreator|1734314781918922335|2026-03-07,tacianecreator,1734314781918922335,2026-03-07,Calça Jeans Feminina Wide Leg Cintura Alta Chocolate,REF56236,569.4,19.92,6
dailycah08|1731763836201109087|2026-03-07,dailycah08,1731763836201109087,2026-03-07,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,559.92,56.0,8
pattylazzarotto|1731763836201109087|2026-03-07,pattylazzarotto,1731763836201109087,2026-03-07,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,559.3,39.95,6
maritips_|1731763836201109087|2026-03-07,maritips_,1731763836201109087,2026-03-07,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,559.3,55.93,7
laianenovaisss|1731763836201109087|2026-03-07,laianenovaisss,1731763836201109087,2026-03-07,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,551.59,31.19,7
dicasdathayoficial|1731763836201109087|2026-03-07,dicasdathayoficial,1731763836201109087,2026-03-07,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,399.5,0.0,5
yasmin.aoliveira|1734314781918922335|2026-03-07,yasmin.aoliveira,1734314781918922335,2026-03-07,Calça Jeans Feminina Wide Leg Cintura Alta Chocolate,REF56236,379.6,0.0,4
pattylazzarotto|1733537963414488671|2026-03-07,pattylazzarotto,1733537963414488671,2026-03-07,Calça Jeans Feminina Wide Leg Cintura Alta- Candy Colors,REF54936,340.08,0.0,4
lidikpf6|1731763836201109087|2026-03-07,lidikpf6,1731763836201109087,2026-03-07,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,319.6,31.96,4
.familiapimentel|1731763836201109087|2026-03-07,.familiapimentel,1731763836201109087,2026-03-07,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,311.89,7.99,4
jessicamesant|1733491008023201375|2026-03-07,jessicamesant,1733491008023201375,2026-03-07,Calça Jeans Feminina Wide Leg Cintura Alta Branca,REF54636,249.45,26.19,3
silsantiagotrc|1731763836201109087|2026-03-07,silsantiagotrc,1731763836201109087,2026-03-07,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,239.7,23.97,3
thami.brambilla|1731763836201109087|2026-03-07,thami.brambilla,1731763836201109087,2026-03-07,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,239.7,15.98,3
alinecavanellas|1731763836201109087|2026-03-07,alinecavanellas,1731763836201109087,2026-03-07,Calça Jeans Feminina Wide Leg Jeans Feminina Cintura Alta,REF51636,239.7,23.97,3
